Property_Age,Location,Market_Trend,ROI
35,Mountainous,Stable,79.95834416004845
98,Suburban,Falling,21.720053785694017
18,Metropolitan,Rising,103.83535839800788
19,Metropolitan,Falling,83.21818809933369
56,Mountainous,Stable,74.45584157112691
17,Metropolitan,Stable,98.46466730460709
46,Industrial,Falling,64.47127711440304
48,Mountainous,Falling,63.21164155499496
13,Urban,Falling,88.72721366166111
14,Historic,Rising,105.66182665424564
30,Coastal,Stable,68.47360226017463
0,Touristic,Falling,95.7310520435771
53,Residential,Stable,74.14901425819782
2,Metropolitan,Rising,104.54303273403676
15,Urban,Rising,111.68958926886151
86,Rural,Rising,58.19418379367342
56,Rural,Rising,77.54907964421021
74,Residential,Stable,54.098203095272865
11,Coastal,Rising,104.2957583827451
73,Metropolitan,Rising,77.05819059388217
95,Industrial,Falling,41.72898428178606
15,Residential,Rising,99.67664918132171
71,Coastal,Falling,45.53103757970581
75,Metropolitan,Rising,80.00929595197762
23,Urban,Rising,100.18215470993634
27,Historic,Falling,71.82064046919987
7,Industrial,Rising,99.967028192551
91,Touristic,Stable,63.99955933194387
35,Rural,Stable,80.20161135368708
89,Suburban,Rising,60.34639225697629
7,Urban,Stable,98.0714411142217
57,Rural,Falling,50.15504255084641
59,Mountainous,Rising,76.17828209645349
49,Suburban,Rising,77.3385455342412
27,Rural,Falling,62.11001921213087
91,Coastal,Falling,32.84985729501875
100,Industrial,Falling,43.12937652770859
40,Rural,Rising,81.70011807505277
99,Touristic,Falling,50.91081388755201
63,Historic,Falling,51.716751364008594
26,Coastal,Stable,88.19788817580407
62,Urban,Stable,79.83582008737189
16,Urban,Rising,102.87152286549671
72,Urban,Stable,59.06012166596197
32,Urban,Stable,79.4833976148484
83,Historic,Falling,39.45669248022146
76,Rural,Falling,56.44817212778771
91,Metropolitan,Stable,57.4471896253873
28,Rural,Stable,81.72621975036728
12,Mountainous,Stable,95.51668433101695
45,Industrial,Rising,83.05160681555844
34,Suburban,Rising,88.37945519260387
5,Metropolitan,Rising,115.61331596972573
81,Metropolitan,Stable,65.94484877754994
68,Rural,Stable,60.50266447498257
46,Metropolitan,Rising,88.39275328401278
24,Residential,Rising,93.39244445432728
65,Residential,Stable,67.9719989854157
9,Mountainous,Falling,89.4100229349936
55,Suburban,Rising,78.96138320784455
29,Touristic,Stable,94.27580567547986
4,Historic,Stable,94.34865353581407
32,Rural,Falling,68.56335317798198
64,Historic,Stable,65.57128539306342
17,Touristic,Stable,102.44666417156242
95,Rural,Rising,53.068190819904274
48,Rural,Rising,73.74301648843546
10,Suburban,Falling,77.33495875181767
84,Historic,Falling,44.05830971649852
25,Residential,Stable,86.84935808810616
62,Urban,Rising,79.05246087572256
88,Historic,Falling,28.557117386875944
85,Industrial,Falling,39.95275671664492
58,Industrial,Falling,55.03042887170882
26,Rural,Stable,76.18863258294282
48,Urban,Rising,87.21954535591344
76,Coastal,Falling,51.33641705043499
32,Touristic,Rising,99.3906003479805
97,Mountainous,Falling,38.22811059304659
98,Urban,Falling,44.22158884194726
0,Mountainous,Rising,101.22944794520836
20,Historic,Rising,93.18550885287928
54,Historic,Rising,80.49440097089845
5,Mountainous,Stable,85.04339894329392
91,Touristic,Falling,57.750851299160054
80,Urban,Stable,67.87429247841202
68,Coastal,Rising,68.32059947854643
94,Rural,Falling,42.0670355894325
4,Suburban,Stable,99.11174533536554
2,Historic,Falling,82.34830975198781
52,Industrial,Stable,67.91707605117469
22,Touristic,Rising,111.46737106736502
100,Suburban,Stable,55.59487573459049
52,Coastal,Falling,59.14717828784054
36,Metropolitan,Falling,71.20892826455513
73,Rural,Falling,46.14698922537721
73,Historic,Falling,53.665078722346
82,Rural,Rising,58.84892351993103
16,Suburban,Stable,85.95858400120491
84,Rural,Rising,64.46292440715814
77,Metropolitan,Rising,71.88642656796166
72,Suburban,Rising,74.48217280938039
0,Historic,Falling,88.46983757602187
50,Urban,Falling,80.04772954762646
44,Industrial,Falling,66.90730447928885
76,Suburban,Stable,52.195551822169804
3,Residential,Falling,86.15184530454596
61,Metropolitan,Stable,79.44010836757928
64,Suburban,Falling,58.19739407062673
31,Suburban,Falling,65.61578926054632
33,Residential,Rising,84.01831148822262
91,Historic,Rising,53.801814404454944
94,Suburban,Rising,66.02365997069433
71,Industrial,Stable,62.61439411921019
38,Rural,Stable,71.89390687895644
25,Historic,Falling,73.1359446937856
33,Industrial,Stable,77.88156343299488
53,Historic,Falling,53.637092655171585
2,Industrial,Stable,94.18091971978302
49,Metropolitan,Stable,81.4534764386022
11,Industrial,Stable,99.1562654732595
64,Mountainous,Rising,69.72156237116863
53,Industrial,Stable,59.95300337902331
4,Urban,Rising,107.75523132322012
93,Urban,Rising,64.03676288283889
93,Touristic,Stable,56.365364119835526
56,Mountainous,Falling,51.767481354364286
16,Mountainous,Falling,81.1106100290947
46,Rural,Falling,56.4198361849526
22,Mountainous,Stable,84.10008984149616
78,Rural,Falling,56.00096091761087
100,Touristic,Rising,67.76784135881812
84,Touristic,Falling,55.253785058561796
13,Metropolitan,Stable,107.7865810037258
65,Urban,Falling,68.72824782118487
74,Industrial,Rising,70.82562183676302
50,Industrial,Stable,68.44636575027765
37,Residential,Falling,66.38655562605103
63,Residential,Stable,63.14348066166897
97,Coastal,Stable,44.49287226213946
37,Historic,Stable,77.56018255941463
49,Metropolitan,Falling,72.25373848523829
97,Coastal,Stable,40.27685766420887
81,Coastal,Falling,52.66021249981149
29,Suburban,Rising,92.5489875653664
78,Suburban,Falling,44.686085190246914
90,Coastal,Rising,61.105879893647284
50,Mountainous,Falling,64.651844455793
62,Historic,Stable,56.66656793707054
97,Metropolitan,Falling,45.97469636759877
51,Coastal,Stable,63.57072112568834
37,Industrial,Rising,99.7850191048781
96,Historic,Falling,37.69093023884307
87,Suburban,Stable,45.61127176200247
78,Industrial,Rising,83.99733390348696
29,Suburban,Rising,87.81990710609806
50,Suburban,Falling,58.95460040961896
80,Historic,Rising,64.31600880007319
4,Suburban,Stable,88.76023471715482
28,Touristic,Rising,102.23676008748072
3,Urban,Rising,102.44629916819987
9,Touristic,Stable,105.92949191438646
55,Urban,Rising,81.8609756463139
16,Residential,Rising,94.92339238844843
73,Residential,Rising,72.25759836843082
16,Suburban,Rising,95.97769490846942
83,Metropolitan,Stable,62.682261264511865
87,Metropolitan,Rising,66.43961278635115
68,Urban,Stable,81.47824108735225
33,Industrial,Rising,91.15741191103295
5,Historic,Rising,97.08607525865416
52,Suburban,Rising,79.89091223028926
65,Historic,Rising,66.73266002674345
76,Touristic,Stable,75.61207146994724
42,Metropolitan,Stable,84.99818980354273
74,Mountainous,Stable,53.12226736046467
22,Touristic,Falling,87.48795367811958
54,Touristic,Rising,86.60962163975843
79,Urban,Rising,69.05885672238759
94,Rural,Stable,49.90523166950105
74,Touristic,Falling,59.76420917068947
15,Suburban,Rising,103.18866816283699
7,Coastal,Stable,91.82251778458898
3,Coastal,Rising,104.03530143479276
3,Suburban,Rising,104.30066518272592
55,Rural,Stable,75.47641497253514
24,Rural,Stable,81.44963238362965
66,Urban,Rising,84.34727484402866
95,Metropolitan,Rising,70.58372726007806
66,Historic,Stable,63.7488825961538
26,Rural,Rising,90.26047696970215
92,Mountainous,Rising,59.603020036537515
31,Urban,Stable,89.03171119283574
49,Residential,Rising,90.29605180055901
60,Industrial,Rising,72.71118107284347
50,Residential,Falling,55.43710736873886
18,Urban,Stable,95.96899154283462
20,Touristic,Falling,84.61650901285664
4,Historic,Falling,83.98421760084315
81,Industrial,Falling,42.212766988993344
91,Residential,Rising,60.05186739966438
41,Industrial,Rising,85.14803519485606
60,Mountainous,Falling,59.52994844680003
21,Mountainous,Falling,74.96503191854576
20,Mountainous,Falling,75.51237515315795
69,Urban,Rising,83.08173189854259
0,Historic,Falling,89.33827531590758
4,Urban,Falling,88.08162106186711
11,Coastal,Stable,83.23839720066589
89,Touristic,Stable,68.97739814691906
45,Touristic,Rising,96.0203771896408
33,Mountainous,Stable,77.40306681835298
48,Coastal,Stable,71.09850968316566
77,Rural,Stable,54.537191533350864
89,Rural,Rising,61.55640362220776
44,Mountainous,Stable,68.14081405297657
26,Residential,Rising,96.20083492544963
72,Urban,Falling,59.877266993142506
25,Mountainous,Stable,83.55813548016675
46,Metropolitan,Rising,87.53028808660738
85,Industrial,Stable,55.12133548386318
55,Touristic,Falling,63.145141784269796
93,Rural,Rising,55.03924570045607
62,Suburban,Rising,74.43810961720875
47,Rural,Rising,94.03665949807827
60,Touristic,Falling,65.85733066677405
80,Industrial,Falling,32.155995601662156
25,Touristic,Falling,79.28749308319625
35,Suburban,Rising,90.91864556110286
0,Mountainous,Falling,79.35769527507938
7,Coastal,Stable,95.6555122057283
98,Suburban,Falling,36.794102873825146
51,Touristic,Rising,94.45663596295388
78,Touristic,Stable,63.205729453745015
46,Metropolitan,Falling,68.81608042533642
55,Metropolitan,Stable,80.32492579142256
85,Historic,Stable,52.462358125139204
13,Metropolitan,Rising,108.15988594106862
89,Urban,Stable,68.34484934474531
27,Coastal,Stable,84.52070463530893
86,Industrial,Rising,52.050385166521366
77,Suburban,Rising,70.49534061258194
87,Touristic,Rising,74.99484400207561
1,Historic,Stable,100.42455643611716
25,Historic,Stable,77.80150790213246
13,Industrial,Stable,90.12402912605062
58,Coastal,Rising,76.5581501062159
55,Suburban,Falling,52.711840762601234
6,Rural,Stable,96.73383283953291
2,Metropolitan,Falling,92.79227000345308
22,Mountainous,Rising,99.76366195626167
17,Historic,Stable,82.78570607466261
37,Metropolitan,Falling,69.19707264600302
98,Metropolitan,Stable,54.78716908984428
14,Urban,Stable,99.15956591281224
63,Coastal,Stable,60.82902036390544
88,Mountainous,Falling,25.67771565620886
100,Rural,Rising,56.91824572459385
27,Touristic,Stable,93.39490345261012
73,Urban,Rising,81.93583639270483
38,Metropolitan,Rising,94.09753782224611
56,Metropolitan,Falling,64.82474133809046
16,Residential,Falling,84.20160886400745
85,Mountainous,Rising,54.62297657089142
89,Mountainous,Stable,49.2644110316618
43,Residential,Falling,64.21150923065903
24,Mountainous,Stable,86.03010915007121
16,Metropolitan,Stable,97.8488359120216
12,Historic,Stable,84.39003680769221
83,Suburban,Rising,69.33806974010427
24,Metropolitan,Stable,93.00953706138453
67,Urban,Rising,73.15998646754318
9,Coastal,Rising,101.54588325386698
66,Residential,Stable,64.37638435610732
17,Rural,Stable,96.30371976699057
99,Touristic,Stable,57.54375674435146
85,Rural,Stable,45.08987213992439
33,Metropolitan,Rising,91.26549354595822
7,Urban,Stable,107.79354729099134
39,Metropolitan,Stable,81.4859849332543
82,Coastal,Rising,56.2520946792742
41,Historic,Falling,69.50255433879217
40,Touristic,Falling,72.62132093892664
100,Coastal,Rising,59.73506982079804
5,Residential,Falling,77.92640247335294
51,Residential,Rising,86.86906166832941
25,Metropolitan,Stable,96.86031853466638
63,Urban,Stable,69.88657316699326
97,Coastal,Falling,28.198047665526794
58,Industrial,Stable,77.52581929377071
55,Urban,Falling,66.44896149003426
58,Historic,Falling,52.18634176462142
69,Residential,Stable,67.43154134414749
100,Metropolitan,Stable,59.7287992670622
32,Mountainous,Falling,74.9139827165629
52,Residential,Stable,68.50745861241134
21,Touristic,Rising,113.90527345161811
20,Suburban,Stable,78.44690909724319
69,Mountainous,Stable,57.739752392212395
69,Metropolitan,Rising,82.44939377857442
3,Industrial,Stable,99.34055672118556
93,Mountainous,Stable,51.805795102624145
74,Touristic,Falling,57.585671320766046
61,Urban,Stable,72.1242606638026
61,Industrial,Stable,70.36755429179678
93,Residential,Rising,62.32198006638515
94,Industrial,Falling,33.627381036544676
23,Coastal,Falling,68.97865300968486
54,Touristic,Falling,65.27255922780242
8,Mountainous,Stable,87.63119067190313
2,Coastal,Falling,89.14920456273234
30,Industrial,Rising,92.17866161109009
39,Coastal,Falling,68.28893620201549
100,Rural,Rising,55.95834818398388
35,Touristic,Falling,78.69385357668678
23,Historic,Falling,65.59091292329845
94,Urban,Rising,71.97091828842385
5,Industrial,Falling,79.68259259704278
65,Touristic,Falling,62.334223334750035
83,Historic,Falling,41.134135389323326
91,Historic,Stable,50.22935782575838
74,Metropolitan,Rising,80.86546963621998
3,Coastal,Falling,78.45572483738336
78,Historic,Rising,67.26374612122001
5,Rural,Rising,100.25498710623071
93,Touristic,Rising,75.10729387938002
50,Suburban,Falling,54.42687298510186
61,Suburban,Falling,49.48741865217973
56,Industrial,Rising,75.20214890981595
65,Residential,Stable,57.87178142493081
78,Coastal,Rising,64.87809493506543
74,Residential,Stable,55.360572469421435
7,Historic,Rising,101.94206188850906
25,Touristic,Rising,107.54036013912076
50,Industrial,Rising,80.35639802842137
44,Mountainous,Falling,63.81177280408239
43,Historic,Stable,68.21338698593951
4,Coastal,Stable,92.32970223092435
69,Suburban,Rising,68.39122764195301
25,Metropolitan,Falling,85.90820481820242
67,Touristic,Falling,57.677165083986516
18,Urban,Stable,91.69672203744383
83,Residential,Falling,45.08714598573674
96,Industrial,Stable,56.90051527186469
19,Residential,Stable,84.62025688012669
11,Touristic,Stable,100.3410420311525
46,Residential,Falling,66.74010924177392
0,Touristic,Stable,107.54951949307636
89,Residential,Stable,53.08239740191099
13,Rural,Rising,98.02403774040998
63,Mountainous,Stable,63.12132408610869
37,Historic,Stable,72.72425731136735
36,Historic,Rising,89.43186627150692
10,Coastal,Rising,102.31777214999322
99,Urban,Falling,49.08582263846901
76,Urban,Stable,64.55947764723328
2,Coastal,Falling,88.15067199689302
32,Metropolitan,Falling,84.66667394073968
5,Historic,Rising,96.4302094086187
49,Metropolitan,Falling,69.01563710321297
9,Touristic,Stable,106.37511790980419
4,Touristic,Rising,109.75222150073557
22,Suburban,Stable,86.6438126359167
9,Residential,Stable,90.54288001001215
43,Urban,Rising,95.15439660711755
1,Suburban,Stable,94.69528151346105
12,Mountainous,Rising,102.73085492282136
39,Coastal,Stable,70.39241432068061
1,Coastal,Rising,99.93338377938856
83,Touristic,Falling,60.82256775133428
64,Historic,Stable,73.5018163999266
62,Metropolitan,Rising,83.97290280686819
100,Urban,Stable,63.57633021075855
72,Suburban,Stable,55.14112676493239
16,Metropolitan,Stable,94.34207058257022
8,Suburban,Rising,108.28743755872685
74,Residential,Falling,52.020532643116795
14,Mountainous,Falling,86.03213548966129
23,Mountainous,Falling,75.84277884529503
37,Metropolitan,Rising,91.43726961742863
34,Metropolitan,Falling,79.11788678751338
93,Metropolitan,Rising,74.51001269234006
94,Suburban,Stable,47.33632398676914
48,Residential,Stable,69.5678324074714
68,Rural,Falling,53.41926701482061
61,Metropolitan,Rising,81.70246867227402
59,Historic,Stable,66.9775024155675
49,Urban,Rising,90.81750732335729
77,Urban,Rising,74.0479276962579
74,Suburban,Stable,62.90368615933707
8,Metropolitan,Rising,114.22993969475387
33,Touristic,Stable,86.73164707856687
75,Coastal,Stable,57.42519367529963
98,Rural,Stable,44.643622000760814
34,Historic,Rising,84.80676180378524
0,Residential,Stable,86.50865163796482
39,Touristic,Rising,93.08086127821964
63,Mountainous,Stable,60.37986250842189
21,Touristic,Stable,95.0744535391768
59,Suburban,Falling,57.703494007641225
63,Rural,Falling,49.489076650985574
92,Industrial,Falling,40.86748680863503
71,Industrial,Rising,64.71877108566663
10,Metropolitan,Rising,109.37353742180773
100,Metropolitan,Stable,51.98790449669583
13,Suburban,Stable,92.23086819039521
59,Residential,Stable,66.08386549997299
29,Metropolitan,Stable,89.9491603708411
34,Coastal,Rising,84.87375119942557
84,Rural,Stable,51.355793458117304
36,Suburban,Stable,86.14530406163026
4,Urban,Falling,90.49457939638727
82,Mountainous,Stable,56.39703458798242
77,Suburban,Stable,55.93676841556156
25,Suburban,Stable,84.75412657287019
61,Industrial,Rising,78.6848793634662
3,Historic,Falling,81.73010753339462
88,Residential,Stable,54.54886713222562
41,Historic,Stable,88.2831973850292
88,Coastal,Falling,43.837699970958525
17,Urban,Stable,104.56790732299898
39,Industrial,Rising,87.90523000053307
71,Urban,Stable,64.84019188901247
38,Coastal,Rising,87.37846998626492
13,Historic,Rising,96.84808101895034
31,Suburban,Stable,76.52029651341213
50,Metropolitan,Falling,69.63707394798857
37,Metropolitan,Rising,95.72624960635623
96,Touristic,Falling,41.7003754710357
22,Mountainous,Stable,97.54230792359897
62,Residential,Rising,78.03935457236098
14,Coastal,Stable,89.22195122921057
96,Mountainous,Falling,37.449400556254865
24,Residential,Stable,89.01174309810948
16,Mountainous,Stable,97.37785181154747
96,Historic,Rising,60.42542686006287
65,Residential,Stable,63.1059635239216
77,Historic,Stable,63.86322035988808
52,Suburban,Stable,69.71179621467931
50,Industrial,Rising,82.1765740481255
38,Historic,Falling,71.00505460015918
50,Metropolitan,Falling,68.0676043106287
69,Mountainous,Stable,50.12082801297051
5,Touristic,Rising,110.3245988733499
66,Rural,Stable,65.86500464689694
6,Residential,Falling,85.51275448859089
50,Coastal,Rising,86.71335054706302
71,Touristic,Falling,57.51584483065244
41,Metropolitan,Falling,82.40462621473382
63,Historic,Rising,74.42533915225981
14,Industrial,Rising,101.0220658128184
28,Suburban,Stable,85.51806379147153
32,Rural,Stable,72.09167186553151
93,Urban,Falling,43.47551403686538
26,Touristic,Rising,96.80954741466377
35,Industrial,Rising,92.8610859242441
28,Urban,Stable,89.47271694130386
37,Rural,Falling,76.63790986662359
56,Coastal,Falling,57.016879874461296
96,Coastal,Stable,39.643130759592495
100,Mountainous,Rising,51.63791244647408
26,Rural,Stable,82.58688181609664
54,Rural,Stable,70.5759493209674
32,Urban,Stable,84.07581135958813
67,Industrial,Stable,64.34240385903135
85,Residential,Rising,66.67771378522978
65,Urban,Stable,69.29526200222335
9,Suburban,Rising,110.34578606029574
4,Coastal,Stable,90.33670488324722
73,Coastal,Falling,43.500609628922284
96,Mountainous,Rising,49.353887426367294
37,Suburban,Falling,72.60320349346081
12,Coastal,Stable,89.11441438672952
30,Urban,Stable,87.60357005267805
46,Suburban,Stable,64.62930782284086
99,Urban,Rising,63.55374538216518
87,Residential,Falling,53.40722693838056
51,Residential,Rising,68.77756248119441
55,Coastal,Rising,74.34170799483725
14,Coastal,Stable,96.96391985021106
28,Industrial,Falling,77.24486523534762
7,Residential,Stable,88.6468716585936
4,Touristic,Rising,114.01797548467653
28,Touristic,Stable,93.31468702347205
46,Mountainous,Falling,62.66919290903634
67,Residential,Stable,70.42225104804588
75,Urban,Falling,59.198771027289766
44,Urban,Falling,78.67758145481518
1,Metropolitan,Stable,105.40799384547807
26,Suburban,Rising,81.83805593636768
94,Historic,Stable,42.03793623321758
35,Touristic,Rising,92.57561075346987
35,Coastal,Rising,86.25357071361996
25,Mountainous,Stable,92.89207119507195
42,Historic,Rising,85.81205731437726
26,Rural,Rising,91.47105948967618
68,Mountainous,Stable,67.19278998077824
19,Rural,Stable,78.24058162249126
10,Residential,Stable,87.55152414925881
73,Rural,Rising,65.3133567302998
37,Rural,Falling,68.49020779734069
5,Industrial,Rising,106.97918146176984
71,Industrial,Falling,51.85742776013615
22,Industrial,Stable,86.43658241609455
46,Residential,Falling,60.19445440391027
89,Historic,Stable,52.103799290580696
45,Mountainous,Stable,68.30081064609806
11,Mountainous,Falling,82.870694675039
89,Coastal,Stable,47.99698497668339
12,Industrial,Falling,73.39245219849813
61,Residential,Stable,64.68909717916043
81,Coastal,Rising,54.934419178276556
88,Suburban,Rising,68.37185035998003
96,Coastal,Stable,50.98549498455849
59,Historic,Stable,67.18484925123902
42,Touristic,Falling,65.88157627302624
75,Rural,Rising,63.99904908463293
99,Industrial,Falling,35.70279217435926
67,Touristic,Stable,70.18447614487397
4,Coastal,Stable,84.55717517276264
36,Residential,Falling,60.41785497231929
71,Rural,Stable,58.084528015432106
91,Mountainous,Rising,53.08355300708084
30,Urban,Falling,86.8569366194163
8,Rural,Rising,103.47269179702916
50,Historic,Rising,75.98267945380485
28,Historic,Rising,96.84577414007856
77,Coastal,Falling,51.33853294336845
39,Suburban,Stable,76.9447917819346
40,Historic,Rising,84.80206883268023
85,Historic,Rising,61.007630958850804
10,Residential,Rising,97.30030646109172
22,Coastal,Stable,77.31604040396073
0,Rural,Stable,102.64164377549
45,Suburban,Falling,59.89743390614392
100,Touristic,Stable,55.141003048561664
20,Urban,Falling,80.4487607184969
89,Industrial,Falling,39.20274741695335
35,Mountainous,Falling,81.75388711934872
53,Historic,Falling,54.870010481273866
86,Coastal,Falling,49.24297887270776
56,Industrial,Rising,76.8609724142305
0,Mountainous,Stable,98.39969231747322
62,Mountainous,Rising,80.22290127698126
53,Touristic,Falling,69.86133692202999
54,Touristic,Stable,76.24146421809856
39,Touristic,Rising,94.5695451085878
14,Metropolitan,Rising,107.2378575917683
20,Metropolitan,Falling,94.32185278457706
46,Mountainous,Rising,74.57937111419804
72,Touristic,Rising,70.14636521103604
52,Residential,Rising,70.47973541401116
8,Historic,Rising,96.53034283213789
73,Industrial,Rising,72.00041538599181
51,Industrial,Falling,63.307096462020986
56,Metropolitan,Falling,63.96248679296646
25,Mountainous,Rising,92.35754236170081
40,Coastal,Falling,59.41850682456082
34,Rural,Falling,62.88223856296816
62,Rural,Stable,66.89933419505772
24,Metropolitan,Rising,108.23842030554198
89,Coastal,Falling,38.115905877849286
74,Metropolitan,Falling,66.17507560415402
37,Rural,Rising,91.32802674393055
1,Coastal,Stable,102.45862926127775
6,Touristic,Rising,110.49530965452541
81,Mountainous,Stable,62.10343122816323
90,Industrial,Rising,70.89771319987888
33,Residential,Rising,86.43741233321991
90,Suburban,Rising,59.22915480815957
16,Mountainous,Rising,92.261407487968
42,Touristic,Stable,78.27892451919587
58,Rural,Stable,60.33724329366853
50,Touristic,Falling,65.94266934106354
53,Metropolitan,Rising,89.87368989492785
23,Coastal,Stable,79.65400230289325
24,Industrial,Stable,84.22081277293434
70,Historic,Stable,61.32422575597476
51,Metropolitan,Rising,87.1493780306281
69,Mountainous,Falling,50.186814477153476
87,Metropolitan,Stable,58.86043803656844
32,Mountainous,Rising,87.44630113361774
48,Historic,Stable,66.95568512767892
28,Urban,Stable,91.42052344891408
62,Industrial,Falling,50.997270672700836
21,Residential,Stable,78.66967062031102
25,Residential,Stable,85.46714444424269
27,Suburban,Rising,94.63645600642732
84,Touristic,Rising,78.55849267822053
48,Urban,Falling,65.87801312697911
70,Residential,Rising,67.59536346644506
80,Metropolitan,Rising,76.15247702544862
83,Touristic,Falling,50.9898006159387
48,Urban,Stable,83.8545599190391
19,Coastal,Falling,77.98966443741968
85,Coastal,Rising,64.89647678095533
91,Touristic,Falling,56.798336166521324
62,Mountainous,Stable,67.22038537229224
60,Mountainous,Falling,55.769455557407134
48,Metropolitan,Rising,90.03232256701732
70,Urban,Rising,79.38067945911592
0,Urban,Falling,89.67894923079963
95,Touristic,Stable,48.671449065249895
12,Rural,Falling,81.31878063865531
93,Coastal,Stable,54.61816468781533
86,Urban,Stable,60.34942538348632
50,Touristic,Falling,77.93547079516298
55,Historic,Stable,66.61743783459265
82,Suburban,Rising,54.231140094434956
61,Historic,Falling,59.091246268648014
31,Industrial,Stable,77.10355881380927
29,Metropolitan,Rising,105.54389338760006
28,Urban,Falling,74.6123625803418
48,Industrial,Rising,83.06022081073824
44,Residential,Rising,78.99769458227844
92,Industrial,Rising,60.00702433281178
29,Touristic,Stable,94.33303347287678
15,Urban,Falling,90.17200500646943
39,Suburban,Falling,65.84683916515047
18,Touristic,Stable,89.10770446893889
17,Touristic,Falling,90.15172090275883
0,Metropolitan,Rising,120.157152189978
77,Metropolitan,Falling,51.285014879217286
46,Coastal,Stable,67.51985392847
65,Coastal,Rising,77.86778679016456
91,Mountainous,Stable,48.45779218715367
93,Rural,Rising,54.14943331297209
37,Urban,Rising,97.86277206759637
50,Urban,Falling,66.8073780602279
62,Industrial,Rising,74.8052106570299
3,Urban,Stable,101.43396664576827
0,Urban,Falling,93.36244589959728
7,Rural,Stable,97.05198691928726
28,Residential,Rising,78.65737659937497
54,Coastal,Stable,70.77375377217622
2,Coastal,Stable,98.72725389133247
31,Suburban,Rising,86.39002929411173
9,Urban,Falling,95.18882677181576
73,Rural,Stable,53.70488016579588
82,Coastal,Rising,60.700082271681865
33,Rural,Falling,64.62416478204483
96,Historic,Falling,41.756460818012926
86,Residential,Falling,33.27526156666083
54,Urban,Stable,86.20073613012788
91,Suburban,Stable,47.97530716943055
31,Industrial,Stable,82.57456077078677
49,Coastal,Falling,63.143539606818656
6,Historic,Stable,92.7561589410326
92,Rural,Rising,55.9965696926122
7,Metropolitan,Stable,107.71186281463928
64,Touristic,Stable,70.42574367139449
56,Urban,Falling,63.34375671139548
66,Urban,Stable,76.38855141761766
87,Historic,Rising,62.22874809768435
86,Rural,Falling,48.789107875581
58,Mountainous,Rising,75.6866645427225
71,Urban,Falling,56.24562313652127
53,Mountainous,Falling,59.8737173651195
100,Metropolitan,Stable,52.76191421956298
66,Historic,Rising,68.89038744347147
50,Rural,Falling,64.15944096827937
96,Rural,Stable,56.15777533637514
91,Residential,Falling,38.26769104040755
7,Touristic,Falling,86.62629406857035
33,Coastal,Falling,67.73271825050091
34,Coastal,Falling,70.57400614947962
95,Industrial,Falling,38.787397642387354
87,Suburban,Falling,47.47115847235856
77,Historic,Stable,59.825449191378496
31,Metropolitan,Falling,73.98295265945046
45,Rural,Rising,80.03340824679613
15,Touristic,Stable,90.59582940012338
67,Mountainous,Rising,77.22339672815095
36,Historic,Falling,57.04056367364299
53,Industrial,Rising,72.08333834688844
84,Historic,Falling,40.440987669974135
13,Industrial,Falling,81.31958701552408
94,Rural,Stable,45.39173293147174
54,Suburban,Stable,66.17385293142753
47,Industrial,Falling,59.7723606336365
81,Rural,Stable,55.36391311179123
6,Rural,Rising,95.89744232365
73,Suburban,Stable,53.764114759759764
6,Coastal,Stable,100.40461849397946
32,Historic,Rising,91.01199548598505
22,Urban,Stable,97.80391085926422
84,Urban,Falling,53.290142657276085
18,Mountainous,Rising,95.2985987587863
18,Mountainous,Falling,78.28565473047641
35,Urban,Rising,101.13806841838067
28,Metropolitan,Falling,85.23037837345859
59,Urban,Falling,64.8672022009033
81,Mountainous,Stable,59.276882781391606
1,Touristic,Falling,82.1689160558519
0,Mountainous,Stable,99.4614350486256
46,Metropolitan,Rising,89.86547021628098
68,Historic,Falling,53.766912231508485
19,Urban,Falling,82.25336137152068
10,Suburban,Rising,93.36652734961112
1,Touristic,Rising,116.19852015658334
66,Rural,Falling,44.492347383394005
86,Metropolitan,Rising,70.00161285888646
11,Mountainous,Stable,85.43785154447923
19,Suburban,Rising,94.62483730853262
4,Industrial,Rising,106.98604559798636
36,Coastal,Falling,64.55077357272755
37,Urban,Stable,88.07288773706306
93,Coastal,Rising,62.196730191135444
8,Metropolitan,Stable,97.96372474603106
97,Industrial,Stable,43.53623235640449
52,Industrial,Stable,75.84664451100106
43,Industrial,Falling,63.10305680111046
98,Rural,Rising,58.545693965659375
85,Metropolitan,Falling,55.00780546179612
23,Historic,Rising,87.5100619696101
80,Coastal,Rising,61.19562061914002
73,Historic,Falling,50.3767368177001
29,Suburban,Stable,70.16342556638179
58,Residential,Stable,64.94351191480787
86,Touristic,Rising,67.67358063803609
95,Touristic,Falling,53.05253070988327
80,Historic,Stable,56.73057726577475
80,Residential,Stable,60.956231486953385
13,Residential,Rising,98.30437683223323
8,Urban,Rising,110.43055403616489
39,Suburban,Falling,63.97535240460218
65,Metropolitan,Rising,79.98465300222453
24,Residential,Stable,96.42328169527993
72,Mountainous,Stable,63.03584757896611
21,Touristic,Stable,89.16905727031609
3,Mountainous,Stable,106.69654434581089
25,Suburban,Falling,70.47510032498863
57,Residential,Falling,58.10576000088428
28,Coastal,Rising,95.69798685935933
97,Touristic,Rising,58.8102303646375
86,Urban,Rising,67.8633659917545
36,Urban,Falling,85.24082412285345
74,Industrial,Stable,56.87585668331802
69,Rural,Rising,75.49335058380436
